,nor_esm2,cnrm_esm2_1,mpi_esm1_2,miroc6,access_esm1_5,can_esm5,mri_esm2_0,model_mean
1895-12-31 00:00:00,0.98324525,1.0207496,1.0655752,0.993853,0.94043857,0.9678909,0.984911,0.9998851
1896-12-31 00:00:00,0.9817268,1.020491,1.0638652,0.99343854,0.9458172,0.90294117,0.98447555,0.99652135
1897-12-31 00:00:00,0.9816242,1.0206276,1.0761789,0.99343854,0.950632,0.85984975,0.9848103,0.9971221
1898-12-31 00:00:00,0.98264474,1.0208027,1.0580965,0.9937937,0.9882588,0.84119314,0.9848103,0.998825
1899-12-31 00:00:00,0.98284197,1.0251616,1.0238621,0.99414897,0.93929857,0.8466933,0.98477334,0.986914
1900-12-31,0.9793583,1.0350678,1.0089853,0.99414897,0.9529366,0.8261756,0.9842739,0.98670316
1901-12-31,0.97586733,1.0341803,0.98668605,0.99414897,1.0062885,0.8618427,0.9844249,0.9919165
1902-12-31,0.97540927,1.0278934,0.9885428,0.993866,0.977891,0.9795354,0.98426205,0.9928605
1903-12-31,0.9762642,1.0271555,1.0267636,0.99347,0.9533988,0.9782033,0.9837738,0.99565524
1904-12-31,0.9783865,1.0311078,1.0569314,0.99347,0.9800383,1.0018247,0.9838108,1.0072513
1905-12-31,0.97887635,1.0345794,1.080467,0.9935266,0.9942932,1.0289636,0.9842171,1.0157367
1906-12-31,0.97824675,1.0390174,1.0794221,0.99347,0.99541795,0.99965817,0.9842171,1.0149715
1907-12-31,0.9779108,1.0402873,1.0713228,0.99347,0.9951072,0.9163826,0.9833842,1.0092075
1908-12-31,0.9824899,1.0372416,1.0627911,0.99337286,0.99870914,0.81836283,0.9823552,1.0030235
1909-12-31,0.98169446,1.0360457,1.0774871,0.99285513,0.98157185,0.8142748,0.98213816,1.0023361
1910-12-31,0.9823821,1.0355958,1.0736623,0.99285513,0.9696569,0.89084816,0.9823717,1.0040269
1911-12-31,0.9894338,1.037102,1.0688812,0.993467,0.9708143,0.9407069,0.9825931,1.0075847
1912-12-31,0.992004,1.0376576,1.0787438,0.9937729,1.0001521,0.94865036,0.9830581,1.014688
1913-12-31,0.99142164,1.0363951,1.0896595,0.9937729,1.0194209,0.9024318,0.9835942,1.0166769
1914-12-31,0.99375474,1.0394889,1.0818745,0.99411243,1.0265222,0.8765341,0.9827431,1.0159761
1915-12-31,0.9945822,1.0467035,1.0792545,0.9944519,1.0014722,0.93182415,0.982092,1.0163611
1916-12-31,0.9935368,1.0528363,1.0582584,0.9944519,0.98091936,0.9359979,0.982092,1.0110015
1917-12-31,0.9955766,1.053812,1.0322824,0.9944519,0.96638054,0.90876377,0.9827209,1.0034935
1918-12-31,0.9903632,1.0518184,1.022837,0.9944519,0.9803145,0.9359378,0.9827209,1.0041186
1919-12-31,0.97869545,1.0530009,1.0145673,0.9957142,0.9772503,1.0160619,0.9827209,1.0050577
1920-12-31,0.9782514,1.0534321,1.0116673,0.9962306,0.9727301,1.0347311,0.9831273,1.0050185
1921-12-31,0.9778926,1.043797,1.0359818,0.9962306,0.9653083,0.9808024,0.98316425,1.0032114
1922-12-31,0.97719187,1.0341179,1.0427898,0.9962306,0.9579418,0.9378863,0.9839878,0.9989862
1923-12-31,0.9797562,1.0296966,1.0629027,0.9962306,0.9690489,0.9053451,0.98487514,1.0019766
1924-12-31,0.9793434,1.031455,1.0677884,0.9962306,0.9845146,0.84933394,0.9853881,1.0024862
1925-12-31,0.97782505,1.0328985,1.065173,0.9962306,0.98646265,0.8887486,0.98575115,1.0045145
1926-12-31,0.97782505,1.0343113,1.0672883,0.9962306,0.96026874,0.9354119,0.9856768,1.0037681
1927-12-31,0.98192275,1.033546,1.0475998,0.9962306,0.94446707,0.91394717,0.98572654,0.9973769
1928-12-31,0.9853723,1.0305084,1.0362448,0.9962306,0.9981505,0.8959045,0.985234,1.0022763
